School ID,School Name,Grade,Program Code,Program Name,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th+ Choice
797,Roosevelt MS,6,GE,GE: General Education,290,343,209,164,118,22,6,4,1,2
797,Roosevelt MS,6,MM,MM: SDC - Mild to Moderate,3,1,7,2,1,,1,,,
797,Roosevelt MS,6,SA,SA: SDC - Mod/Severe Autism Focus,3,1,,1,,,,,,
797,Roosevelt MS,7,CN,CN: Cantonese Immersion (Cantonese Speakers),,1,,,,,,,,
797,Roosevelt MS,7,GE,GE: General Education,11,14,2,3,2,1,1,,,
797,Roosevelt MS,7,MM,MM: SDC - Mild to Moderate,1,,,,,,,,,
797,Roosevelt MS,8,GE,GE: General Education,4,4,2,,1,,,,,
816,Sanchez ES,K,GE,GE: General Education,7,12,11,12,15,5,2,1,3,47
816,Sanchez ES,K,MM,MM: SDC - Mild to Moderate,1,,2,,,,,,,
816,Sanchez ES,K,SB,SB: Spanish Biliteracy,12,12,8,2,7,3,1,1,,3
816,Sanchez ES,1,GE,GE: General Education,,1,1,,,1,1,,,1
816,Sanchez ES,1,MM,MM: SDC - Mild to Moderate,2,,,,,,,,,
816,Sanchez ES,2,SB,SB: Spanish Biliteracy,,,1,,,,,,,
816,Sanchez ES,3,GE,GE: General Education,,,,,1,,,,,
816,Sanchez ES,4,GE,GE: General Education,,,,1,,,,,,
816,Sanchez ES,4,SB,SB: Spanish Biliteracy,3,2,1,,,,,,,
816,Sanchez ES,5,GE,GE: General Education,,,,,1,,,,,
955,Serra (Junipero) Annex EES,TK,GE,GE: General Education,28,25,24,30,12,7,5,4,3,3
656,Serra (Junipero) ES,K,GE,GE: General Education,17,18,15,15,11,7,6,7,10,56
656,Serra (Junipero) ES,K,SB,SB: Spanish Biliteracy,14,5,5,2,4,2,,,,
656,Serra (Junipero) ES,1,GE,GE: General Education,,1,,,,,,,,1
656,Serra (Junipero) ES,1,SB,SB: Spanish Biliteracy,,,1,,1,1,,,,
656,Serra (Junipero) ES,2,GE,GE: General Education,,,,,,1,,,,
656,Serra (Junipero) ES,2,SB,SB: Spanish Biliteracy,,1,,1,,,,,,
656,Serra (Junipero) ES,3,GE,GE: General Education,,,,,,1,,,,
656,Serra (Junipero) ES,3,SB,SB: Spanish Biliteracy,,,,,1,,,,,
656,Serra (Junipero) ES,4,GE,GE: General Education,,1,,,,,,,,1
493,SF Community K-8,K,GE,GE: General Education,16,20,17,19,23,10,10,9,4,59
493,SF Community K-8,1,GE,GE: General Education,,2,,,,,1,,,1
493,SF Community K-8,2,GE,GE: General Education,2,,,1,1,,1,,,
493,SF Community K-8,3,GE,GE: General Education,1,,,1,,,,,,
493,SF Community K-8,4,GE,GE: General Education,3,,2,,,,1,,,1
493,SF Community K-8,5,GE,GE: General Education,,1,,,,,,,,
493,SF Community K-8,6,GE,GE: General Education,29,36,30,31,18,11,6,4,3,9
493,SF Community K-8,7,GE,GE: General Education,3,2,1,,,1,,,,
493,SF Community K-8,8,GE,GE: General Education,,2,1,2,,,,,,
621,SF International HS,9,GX,GX: General Education Newcomer,8,8,7,7,3,,1,1,,2
621,SF International HS,9,NC,NC: Chinese Newcomer,,,,,1,,,,,
621,SF International HS,9,NS,NS: Spanish Newcomer,10,2,1,,,,,,,
621,SF International HS,9,NX,NX: Newcomer Program,2,11,6,1,,,,,1,1
621,SF International HS,10,GX,GX: General Education Newcomer,,,1,,,,,,,
621,SF International HS,10,NX,NX: Newcomer Program,,4,1,1,1,,,,,
621,SF International HS,11,GX,GX: General Education Newcomer,,1,,,,,,,,
621,SF International HS,11,NS,NS: Spanish Newcomer,,1,,,,,,,,
621,SF International HS,11,NX,NX: Newcomer Program,,,3,,1,,,,,1
621,SF International HS,12,GX,GX: General Education Newcomer,,,,1,,,,,,
621,SF International HS,13,CA,CA: SDC - Transition Program (CAT),,1,,,1,1,1,,,
814,SF Public Montessori ES,K,GE,GE: General Education,41,37,34,43,37,16,13,15,12,100
814,SF Public Montessori ES,1,GE,GE: General Education,4,,1,,2,2,1,1,,3
814,SF Public Montessori ES,2,GE,GE: General Education,2,2,,,4,,,1,,
814,SF Public Montessori ES,3,GE,GE: General Education,1,2,1,,,1,1,,,
814,SF Public Montessori ES,4,GE,GE: General Education,,1,,,,1,,1,,1
814,SF Public Montessori ES,5,GE,GE: General Education,1,1,,,,,1,,,
820,Sheridan ES,TK,GE,GE: General Education,22,11,8,20,20,3,3,1,5,5
820,Sheridan ES,K,GE,GE: General Education,23,9,14,9,13,8,1,4,1,22
820,Sheridan ES,1,GE,GE: General Education,1,,1,,,,,,,1
820,Sheridan ES,2,GE,GE: General Education,1,2,1,1,,,,,,
820,Sheridan ES,3,GE,GE: General Education,,1,,,,,,,,
820,Sheridan ES,4,GE,GE: General Education,,,,,1,,,,,1
823,Sherman ES,K,AF,AF: SDC - Mild/Mod Autism Focus,2,8,1,1,,1,1,,,
823,Sherman ES,K,GE,GE: General Education,55,40,48,32,22,18,10,13,5,76
823,Sherman ES,1,GE,GE: General Education,1,,,2,1,2,,,,4
823,Sherman ES,2,GE,GE: General Education,,1,4,1,1,,,,1,
823,Sherman ES,3,GE,GE: General Education,1,1,,1,1,,,,,
823,Sherman ES,4,GE,GE: General Education,1,,,2,,1,,1,,
823,Sherman ES,5,GE,GE: General Education,,1,2,2,,2,,,,
488,Sloat (Commodore) ES,K,GE,GE: General Education,51,40,64,53,55,44,23,33,21,156
488,Sloat (Commodore) ES,1,GE,GE: General Education,5,2,3,3,4,2,2,,2,2
488,Sloat (Commodore) ES,2,GE,GE: General Education,3,2,4,1,2,1,,1,1,
488,Sloat (Commodore) ES,3,GE,GE: General Education,2,2,2,1,1,1,1,1,,1
488,Sloat (Commodore) ES,4,GE,GE: General Education,1,2,2,2,,,,1,,1
488,Sloat (Commodore) ES,5,GE,GE: General Education,1,1,,2,,,,,,1
834,Spring Valley Science ES,K,CB,CB: Cantonese Biliteracy,3,2,4,4,2,1,,2,1,3
834,Spring Valley Science ES,K,GE,GE: General Education,10,12,9,12,13,7,7,8,3,43
834,Spring Valley Science ES,K,SB,SB: Spanish Biliteracy,14,4,1,1,,1,,,,1
834,Spring Valley Science ES,1,GE,GE: General Education,1,,,2,,,,,,1
834,Spring Valley Science ES,1,SB,SB: Spanish Biliteracy,,,1,,,,,,,
834,Spring Valley Science ES,2,GE,GE: General Education,,,,,2,,2,,,1
834,Spring Valley Science ES,3,GE,GE: General Education,,,,,,,1,,,
834,Spring Valley Science ES,4,CB,CB: Cantonese Biliteracy,,,,1,,,,,,
834,Spring Valley Science ES,4,GE,GE: General Education,,,,,1,1,,,,1
834,Spring Valley Science ES,4,SB,SB: Spanish Biliteracy,,1,,,,,,,,
834,Spring Valley Science ES,5,SB,SB: Spanish Biliteracy,1,,,,,,,,,
782,Stevenson (Robert Louis) ES,TK,GE,GE: General Education,50,79,50,21,12,3,1,3,1,5
782,Stevenson (Robert Louis) ES,TK,MM,MM: SDC - Mild to Moderate,13,3,,,,,,,,
782,Stevenson (Robert Louis) ES,K,GE,GE: General Education,47,38,61,76,65,48,33,30,16,135
782,Stevenson (Robert Louis) ES,K,MM,MM: SDC - Mild to Moderate,6,2,2,,,,,,,
782,Stevenson (Robert Louis) ES,1,GE,GE: General Education,1,1,6,2,1,5,,1,,5
782,Stevenson (Robert Louis) ES,1,MM,MM: SDC - Mild to Moderate,1,,,,,,,,,
782,Stevenson (Robert Louis) ES,2,GE,GE: General Education,2,2,2,,2,1,,1,1,
782,Stevenson (Robert Louis) ES,3,GE,GE: General Education,,1,2,1,2,,1,,,2
782,Stevenson (Robert Louis) ES,4,GE,GE: General Education,2,1,2,1,5,1,1,1,1,1
782,Stevenson (Robert Louis) ES,5,GE,GE: General Education,,2,1,2,,,,,,2
915,Stockton (Commodore) EES,TK,GE,GE: General Education,37,10,11,13,5,4,6,1,,3
842,Sunnyside ES,K,GE,GE: General Education,57,66,56,51,42,36,25,17,14,105
842,Sunnyside ES,K,MS,MS: SDC - Moderate to Severe,3,,,1,1,,,,,
842,Sunnyside ES,1,GE,GE: General Education,3,2,1,3,2,2,1,,1,4
842,Sunnyside ES,2,GE,GE: General Education,4,5,3,3,1,,,1,,
842,Sunnyside ES,2,MS,MS: SDC - Moderate to Severe,1,,,,,,,,,
842,Sunnyside ES,3,GE,GE: General Education,3,2,,2,,,,,,
842,Sunnyside ES,4,GE,GE: General Education,3,2,,2,2,,,,,1
842,Sunnyside ES,5,GE,GE: General Education,,1,1,,,,,,,
750,Sunset ES,K,GE,GE: General Education,139,173,118,91,78,61,30,23,30,122
750,Sunset ES,K,SA,SA: SDC - Mod/Severe Autism Focus,3,1,5,1,2,1,,,,
750,Sunset ES,1,GE,GE: General Education,12,6,5,5,5,3,5,,2,3
750,Sunset ES,2,GE,GE: General Education,9,4,,6,3,,,1,,
750,Sunset ES,3,GE,GE: General Education,5,4,4,1,1,,1,,,1
750,Sunset ES,4,GE,GE: General Education,6,4,5,3,,,2,,1,1
750,Sunset ES,5,GE,GE: General Education,5,5,3,1,1,,1,1,1,
848,Sutro ES,K,CB,CB: Cantonese Biliteracy,11,4,7,9,2,1,3,2,3,8
848,Sutro ES,K,GE,GE: General Education,11,17,33,33,30,30,24,10,13,148
848,Sutro ES,1,CB,CB: Cantonese Biliteracy,,,1,1,1,,,,1,
848,Sutro ES,1,GE,GE: General Education,,2,3,3,1,2,,1,,3
848,Sutro ES,2,CB,CB: Cantonese Biliteracy,,2,,,,,,,,
848,Sutro ES,2,GE,GE: General Education,1,1,1,1,1,1,1,,,1
848,Sutro ES,3,GE,GE: General Education,,,2,,1,,,,,1
848,Sutro ES,4,GE,GE: General Education,,1,,,2,1,1,,,1
848,Sutro ES,5,GE,GE: General Education,,,1,,1,,2,,1,
513,Taylor (Edward R) ES,K,AF,AF: SDC - Mild/Mod Autism Focus,5,,2,,,1,,,,
513,Taylor (Edward R) ES,K,CB,CB: Cantonese Biliteracy,23,8,5,3,5,4,1,4,2,10
513,Taylor (Edward R) ES,K,GE,GE: General Education,51,35,12,9,11,5,5,6,5,39
513,Taylor (Edward R) ES,K,SB,SB: Spanish Biliteracy,18,4,2,2,2,,1,1,,1
513,Taylor (Edward R) ES,1,AF,AF: SDC - Mild/Mod Autism Focus,,,1,,,,,,,
513,Taylor (Edward R) ES,1,CB,CB: Cantonese Biliteracy,,,1,1,,,,,,1
513,Taylor (Edward R) ES,1,GE,GE: General Education,4,,,,,,,,,
513,Taylor (Edward R) ES,1,SB,SB: Spanish Biliteracy,,1,1,,,,,,,
513,Taylor (Edward R) ES,2,CB,CB: Cantonese Biliteracy,3,,,,,,,,,
513,Taylor (Edward R) ES,2,GE,GE: General Education,,1,,,,,,,,
513,Taylor (Edward R) ES,3,CB,CB: Cantonese Biliteracy,1,1,,,,,,,,
513,Taylor (Edward R) ES,3,GE,GE: General Education,3,,,,1,,,,,
513,Taylor (Edward R) ES,3,SB,SB: Spanish Biliteracy,1,,1,,,,,,,
513,Taylor (Edward R) ES,4,CB,CB: Cantonese Biliteracy,1,1,,,,,,,,
513,Taylor (Edward R) ES,4,GE,GE: General Education,2,2,,,,,,,,1
513,Taylor (Edward R) ES,5,CB,CB: Cantonese Biliteracy,1,,,,,,1,,1,
513,Taylor (Edward R) ES,5,GE,GE: General Education,,,1,,1,,,,,
513,Taylor (Edward R) ES,5,SB,SB: Spanish Biliteracy,,,,1,2,,,,,
859,Tenderloin Community ES,K,GE,GE: General Education,26,12,10,7,2,6,6,3,,13
859,Tenderloin Community ES,1,GE,GE: General Education,1,,1,,,1,,,,
859,Tenderloin Community ES,4,GE,GE: General Education,,,,,,,,,,1
859,Tenderloin Community ES,5,GE,GE: General Education,1,,,,,,,,,
832,The Academy - SF @ McAteer HS,9,AO,AO: SDC - Auditory/Oral,1,,,,,,,,,
832,The Academy - SF @ McAteer HS,9,GE,GE: General Education,34,49,89,103,114,36,21,19,15,5
832,The Academy - SF @ McAteer HS,9,MM,MM: SDC - Mild to Moderate,,1,1,1,1,1,,,,
832,The Academy - SF @ McAteer HS,10,GE,GE: General Education,2,6,8,5,5,,,,,
832,The Academy - SF @ McAteer HS,11,GE,GE: General Education,2,2,,5,4,2,1,,,
832,The Academy - SF @ McAteer HS,12,GE,GE: General Education,1,1,2,,,,,,,1
997,Tule Elk Park EES,TK,GE,GE: General Education,47,25,16,19,20,2,5,3,,8
997,Tule Elk Park EES,TK,MS,MS: SDC - Moderate to Severe,4,,,,,,,,,
862,Ulloa ES,K,CB,CB: Cantonese Biliteracy,53,41,28,23,11,15,6,4,2,9
862,Ulloa ES,K,GE,GE: General Education,41,92,82,69,86,42,48,28,24,129
862,Ulloa ES,1,CB,CB: Cantonese Biliteracy,2,2,1,3,,1,,,,
862,Ulloa ES,1,GE,GE: General Education,2,4,2,2,7,2,,,,5
862,Ulloa ES,2,CB,CB: Cantonese Biliteracy,1,,,1,,,,,,
862,Ulloa ES,2,GE,GE: General Education,2,4,1,2,4,3,1,,1,1
862,Ulloa ES,3,CB,CB: Cantonese Biliteracy,,,,1,,,,,,
862,Ulloa ES,3,GE,GE: General Education,1,1,,2,4,1,1,,1,1
862,Ulloa ES,4,GE,GE: General Education,2,4,2,4,3,5,,,1,2
862,Ulloa ES,5,CB,CB: Cantonese Biliteracy,,,,1,,,,,,
862,Ulloa ES,5,GE,GE: General Education,2,,3,2,1,2,,,,
867,Visitacion Valley ES,K,CB,CB: Cantonese Biliteracy,6,3,1,1,2,1,,2,,3
867,Visitacion Valley ES,K,GE,GE: General Education,18,25,9,5,7,10,2,2,1,26
867,Visitacion Valley ES,1,GE,GE: General Education,,1,,1,,,,,,
867,Visitacion Valley ES,2,CB,CB: Cantonese Biliteracy,,,1,,,,,,,
867,Visitacion Valley ES,2,GE,GE: General Education,1,,,1,1,,1,,,
867,Visitacion Valley ES,3,CB,CB: Cantonese Biliteracy,,,1,,,,,,,
867,Visitacion Valley ES,3,GE,GE: General Education,,1,,,,,,,,
867,Visitacion Valley ES,4,GE,GE: General Education,,1,,,,,,,,1
867,Visitacion Valley ES,5,CB,CB: Cantonese Biliteracy,,1,,,,,,,,
867,Visitacion Valley ES,5,GE,GE: General Education,1,,,,,,,,,
868,Visitacion Valley MS,6,GE,GE: General Education,105,51,45,31,42,29,5,4,,9
868,Visitacion Valley MS,6,MM,MM: SDC - Mild to Moderate,4,2,,1,,,,,,
868,Visitacion Valley MS,6,NX,NX: Newcomer Program,3,2,1,1,,,,,,
868,Visitacion Valley MS,7,GE,GE: General Education,,,1,,,,,,,
868,Visitacion Valley MS,7,NX,NX: Newcomer Program,,,1,,,,,,,
868,Visitacion Valley MS,8,GE,GE: General Education,,,1,,,,,1,,
868,Visitacion Valley MS,8,NX,NX: Newcomer Program,,2,1,2,1,,,,,
785,Wallenberg (Raoul) HS,9,GE,GE: General Education,85,149,215,338,356,110,39,5,3,5
785,Wallenberg (Raoul) HS,9,MM,MM: SDC - Mild to Moderate,1,3,5,2,3,,,1,,
785,Wallenberg (Raoul) HS,10,GE,GE: General Education,,9,7,8,8,,1,,,
785,Wallenberg (Raoul) HS,11,GE,GE: General Education,1,10,7,4,3,1,,,,
785,Wallenberg (Raoul) HS,12,GE,GE: General Education,3,1,,2,,1,,,,1
785,Wallenberg (Raoul) HS,13,CA,CA: SDC - Transition Program (CAT),,4,6,1,4,,,,,1
571,Washington (George) HS,9,ED,ED: SDC - Emotionally Disturbed,3,2,1,,,,,,,
571,Washington (George) HS,9,GE,GE: General Education,348,539,967,482,252,40,16,6,1,4
571,Washington (George) HS,9,MM,MM: SDC - Mild to Moderate,12,5,2,1,,,,,,1
571,Washington (George) HS,9,MS,MS: SDC - Moderate to Severe,4,4,,1,2,,,,,
571,Washington (George) HS,9,NX,NX: Newcomer Program,,,,,1,,,,,
571,Washington (George) HS,10,GE,GE: General Education,10,15,16,9,3,,,1,,
571,Washington (George) HS,10,MM,MM: SDC - Mild to Moderate,,,1,,,,,,,
571,Washington (George) HS,11,GE,GE: General Education,13,14,14,11,3,,,,,
571,Washington (George) HS,12,GE,GE: General Education,4,7,6,2,,,,,,
497,Webster (Daniel) ES,K,GE,GE: General Education,21,39,12,16,13,7,3,4,1,54
497,Webster (Daniel) ES,K,SE,SE: Spanish Immersion (Non-Native),47,19,22,10,11,6,7,3,3,33
497,Webster (Daniel) ES,K,SN,SN: Spanish Immersion (Spanish Speakers),11,9,12,5,6,2,4,,,6
497,Webster (Daniel) ES,1,GE,GE: General Education,1,1,2,1,1,,,,,2
497,Webster (Daniel) ES,1,SE,SE: Spanish Immersion (Non-Native),4,2,1,1,1,,,,,
497,Webster (Daniel) ES,1,SN,SN: Spanish Immersion (Spanish Speakers),,1,1,,1,,,,,
497,Webster (Daniel) ES,2,GE,GE: General Education,,1,1,3,,,,,1,
497,Webster (Daniel) ES,2,SN,SN: Spanish Immersion (Spanish Speakers),,,1,,,1,,,,
497,Webster (Daniel) ES,3,GE,GE: General Education,,1,,,,,,,,
497,Webster (Daniel) ES,4,GE,GE: General Education,1,,1,,,,,,,1
497,Webster (Daniel) ES,4,SN,SN: Spanish Immersion (Spanish Speakers),,,,1,,,,,,
497,Webster (Daniel) ES,5,GE,GE: General Education,2,,,,1,,,,,
876,West Portal ES,TK,GE,GE: General Education,91,72,66,32,14,4,1,2,,
876,West Portal ES,K,CE,CE: Cantonese Immersion (All English),34,31,44,30,23,20,12,14,9,50
876,West Portal ES,K,CN,CN: Cantonese Immersion (Cantonese Speakers),21,24,34,20,15,6,9,11,4,13
876,West Portal ES,K,GE,GE: General Education,59,84,82,97,80,51,50,39,41,154
876,West Portal ES,1,CE,CE: Cantonese Immersion (All English),3,1,3,2,,,1,3,2,1
876,West Portal ES,1,CN,CN: Cantonese Immersion (Cantonese Speakers),3,3,1,1,,,,,,
876,West Portal ES,1,GE,GE: General Education,2,7,4,4,6,6,2,1,2,1
876,West Portal ES,2,CN,CN: Cantonese Immersion (Cantonese Speakers),,1,1,,,,,,,
876,West Portal ES,2,GE,GE: General Education,4,5,3,1,1,2,2,1,,
876,West Portal ES,3,CN,CN: Cantonese Immersion (Cantonese Speakers),1,1,,,,,,,,
876,West Portal ES,3,GE,GE: General Education,5,2,4,3,,1,1,,,1
876,West Portal ES,4,CN,CN: Cantonese Immersion (Cantonese Speakers),,1,1,,,,,,,
876,West Portal ES,4,GE,GE: General Education,6,1,2,5,,1,3,1,1,1
876,West Portal ES,5,CN,CN: Cantonese Immersion (Cantonese Speakers),,,,,,,,1,,
876,West Portal ES,5,GE,GE: General Education,1,1,,,2,,,,,
801,Wo (Yick) ES,K,GE,GE: General Education,35,33,37,17,28,12,10,8,3,61
801,Wo (Yick) ES,K,SA,SA: SDC - Mod/Severe Autism Focus,,,,4,,,,,,
801,Wo (Yick) ES,1,GE,GE: General Education,1,2,,,,,,,1,1
801,Wo (Yick) ES,2,GE,GE: General Education,,,1,1,1,1,,,,1
801,Wo (Yick) ES,3,GE,GE: General Education,1,1,,,,,,,,1
801,Wo (Yick) ES,4,GE,GE: General Education,1,1,,1,,1,,,1,1
801,Wo (Yick) ES,5,GE,GE: General Education,1,,,,1,,,,,
485,Yu (Alice Fong) K-8,K,CE,CE: Cantonese Immersion (All English),74,41,39,30,27,15,12,19,5,64
485,Yu (Alice Fong) K-8,K,CT,CT: Cantonese Immersion (All others),80,61,60,38,37,13,15,8,13,33
485,Yu (Alice Fong) K-8,1,CE,CE: Cantonese Immersion (All English),1,2,1,,,1,,1,,2
485,Yu (Alice Fong) K-8,1,CT,CT: Cantonese Immersion (All others),3,2,7,1,2,,1,,,
485,Yu (Alice Fong) K-8,2,CN,CN: Cantonese Immersion (Cantonese Speakers),3,,1,1,,,,,,
485,Yu (Alice Fong) K-8,3,CN,CN: Cantonese Immersion (Cantonese Speakers),2,1,,,,,,1,,
485,Yu (Alice Fong) K-8,5,CN,CN: Cantonese Immersion (Cantonese Speakers),1,2,,,,,,,,
485,Yu (Alice Fong) K-8,6,CN,CN: Cantonese Immersion (Cantonese Speakers),16,28,15,15,13,1,3,3,,1
485,Yu (Alice Fong) K-8,7,CN,CN: Cantonese Immersion (Cantonese Speakers),,1,,,,,,,,
485,Yu (Alice Fong) K-8,8,CN,CN: Cantonese Immersion (Cantonese Speakers),1,1,,,,,,,,