ay,school_id,program_code,program_name
19-20,439,NX,Newcomer
19-20,439,MS,Moderate Severe
19-20,858,GE,General Education
19-20,456,GE,General Education
19-20,456,SB,Spanish Bilingual
19-20,618,SE,Spanish Non-Native
19-20,618,SN,K-8 Spanish Native
19-20,618,MM,Mild Moderate
19-20,618,SN,Spanish Native
19-20,764,GE,General Education
19-20,764,MM,HS Mild Moderate
19-20,764,MS,Moderate Severe
19-20,449,GE,General Education
19-20,449,FB,Filipino Bilingual
19-20,625,GE,General Education
19-20,603,GE,General Education
19-20,603,SB,Spanish Bilingual
19-20,872,GE,General Education
19-20,872,CB,Chinese Biliteracy
19-20,509,CE,Chinese Non-Native Speakers
19-20,509,CN,at DeAvila ES Chinese Native Speaker
19-20,478,GE,General Education
19-20,478,JE,Japanese Non-Native Cohort
19-20,478,MM,Mild Moderate
19-20,478,JN,Japanese Native Cohort
19-20,481,GE,General Education
19-20,481,SB,Spanish Bilingual
19-20,525,GE,General Education
19-20,632,GE,General Education
19-20,632,MM,Mild Moderate
19-20,632,AF,Autism Focus
19-20,632,MS,Moderate Severe
19-20,507,GE,General Education
19-20,529,GE,General Education
19-20,529,SN,Spanish Native
19-20,529,MM,Mild Moderate
19-20,529,NX,Newcomer
19-20,529,AF,Autism Focus
19-20,537,SE,Spanish Non-Native
19-20,537,SN,Spanish Native
19-20,537,MS,Moderate Severe
19-20,539,GE,General Education
19-20,680,GE,General Education
19-20,680,SE,Spanish Non-Native
19-20,680,SN,Spanish Native
19-20,546,GE,General Education
19-20,546,MM,Mild Moderate
19-20,546,NX,Newcomer
19-20,546,ED,Emotionally Disturbed
19-20,559,GE,General Education
19-20,559,CN,Chinese Native Speaker
19-20,559,MM,Mild Moderate
19-20,559,NX,Newcomer
19-20,559,MS,Moderate Severe
19-20,559,ED,Emotionally Disturbed
19-20,562,GE,General Education
19-20,562,CE,Chinese Non-Native Speakers
19-20,562,CN,Chinese Native Speaker
19-20,562,AF,Autism Focus
19-20,404,GE,General Education
19-20,404,MM,Mild Moderate
19-20,404,AF,Autism Focus
19-20,404,MS,Moderate Severe
19-20,404,SA,Severely Autistic
19-20,575,GE,General Education
19-20,575,SB,Spanish Bilingual
19-20,575,SA,Severely Autistic
19-20,589,GE,General Education
19-20,589,SA,Severely Autistic
19-20,593,GE,General Education
19-20,593,SB,Spanish Bilingual
19-20,453,GE,General Education
19-20,453,SE,Spanish Non-Native
19-20,453,SN,Spanish Native
19-20,614,GE,General Education
19-20,614,CB,Chinese Biliteracy
19-20,614,SB,Spanish Bilingual
19-20,614,MM,Mild Moderate
19-20,607,GE,General Education
19-20,607,SN,Spanish Native
19-20,607,CN,Chinese Native Speaker
19-20,607,MM,Mild Moderate
19-20,607,ED,Emotionally Disturbed
19-20,466,GE,General Education
19-20,644,GE,General Education
19-20,644,AF,Autism Focus
19-20,757,GE,General Education
19-20,757,MM,Mild Moderate
19-20,757,MS,Moderate Severe
19-20,544,GE,General Education
19-20,544,MS,Moderate Severe
19-20,838,GE,General Education
19-20,838,MN,Mandarin Native
19-20,838,ME,Mandarin Non-Native Cohort
19-20,838,SA,Severely Autistic
19-20,710,GE,General Education
19-20,710,MM,Mild Moderate
19-20,664,GE,General Education
19-20,670,GE,General Education
19-20,670,AF,Autism Focus
19-20,490,GE,General Education
19-20,490,CB,Chinese Biliteracy
19-20,676,GE,General Education
19-20,676,MS,Moderate Severe
19-20,634,GE,General Education
19-20,634,SN,Spanish Native
19-20,634,MM,Mild Moderate
19-20,634,ED,Emotionally Disturbed
19-20,479,GE,General Education
19-20,479,KE,Korean Non-Native Cohort
19-20,479,KN,Korean Native Cohort
19-20,405,GE,General Education
19-20,405,MN,Mandarin Native
19-20,405,MM,Mild Moderate
19-20,405,NX,Newcomer
19-20,405,MS,Moderate Severe
19-20,405,ED,Emotionally Disturbed
19-20,691,GE,General Education
19-20,691,SB,Spanish Bilingual
19-20,691,FB,Filipino Bilingual
19-20,830,GE,General Education
19-20,708,GE,General Education
19-20,708,CN,Chinese Native Speaker
19-20,708,MM,Mild Moderate
19-20,708,NX,Newcomer
19-20,708,MS,Moderate Severe
19-20,853,GE,General Education
19-20,853,MM,Mild Moderate
19-20,853,NX,Newcomer
19-20,853,ED,Emotionally Disturbed
19-20,714,SE,Spanish Non-Native
19-20,714,SN,Spanish Native
19-20,718,GE,General Education
19-20,722,GE,General Education
19-20,722,AF,Autism Focus
19-20,725,GE,General Education
19-20,725,MM,Mild Moderate
19-20,725,NX,Newcomer
19-20,725,MS,Moderate Severe
19-20,725,ED,Emotionally Disturbed
19-20,729,GE,General Education
19-20,729,SE,Spanish Non-Native
19-20,729,SN,Spanish Native
19-20,729,CB,Chinese Biliteracy
19-20,723,GE,General Education
19-20,723,CB,Chinese Biliteracy
19-20,723,SB,Spanish Bilingual
19-20,650,GE,General Education
19-20,650,SB,Spanish Bilingual
19-20,735,GE,General Education
19-20,651,GE,General Education
19-20,651,SN,Spanish Native
19-20,651,MM,Mild Moderate
19-20,746,GE,General Education
19-20,746,MN,Mandarin Native
19-20,746,ME,Mandarin Non-Native Cohort
19-20,638,GE,General Education
19-20,638,CB,Chinese Biliteracy
19-20,786,GE,General Education
19-20,786,JE,Japanese Non-Native Cohort
19-20,786,MM,Mild Moderate
19-20,786,JN,Japanese Native Cohort
19-20,569,GE,General Education
19-20,569,MM,Mild Moderate
19-20,975,GE,General Education
19-20,778,GE,General Education
19-20,778,MM,Mild Moderate
19-20,778,JB,Japanese Bilingual
19-20,778,MS,Moderate Severe
19-20,778,ED,Emotionally Disturbed
19-20,778,DH,Deaf/Hard of Hearing
19-20,790,GE,General Education
19-20,760,GE,General Education
19-20,760,SE,Spanish Non-Native
19-20,760,SN,Spanish Native
19-20,760,MM,Mild Moderate
19-20,796,GE,General Education
19-20,797,GE,General Education
19-20,797,CN,Chinese Native Speaker
19-20,797,MM,Mild Moderate
19-20,797,AF,Autism Focus
19-20,816,GE,General Education
19-20,816,SB,Spanish Bilingual
19-20,656,GE,General Education
19-20,656,SB,Spanish Bilingual
19-20,493,GE,General Education
19-20,621,NX,Newcomer
19-20,621,GX,General Education (SF International only)
19-20,621,NS,Newcomer Spanish
19-20,814,GE,General Education
19-20,820,GE,General Education
19-20,823,AF,Autism Focus
19-20,834,GE,General Education
19-20,834,CB,Chinese Biliteracy
19-20,834,SB,Spanish Bilingual
19-20,782,MM,Mild Moderate
19-20,782,GE,General Education
19-20,842,GE,General Education
19-20,842,MS,Moderate Severe
19-20,750,GE,General Education
19-20,750,SA,Severely Autistic
19-20,848,GE,General Education
19-20,848,CB,Chinese Biliteracy
19-20,513,GE,General Education
19-20,513,CB,Chinese Biliteracy
19-20,513,SB,Spanish Bilingual
19-20,513,AF,Autism Focus
19-20,832,GE,General Education
19-20,832,MM,Francisco @ McAteer HS Mild Moderate
19-20,997,GE,General Education
19-20,997,MS,Moderate Severe
19-20,862,GE,General Education
19-20,862,CB,Chinese Biliteracy
19-20,867,GE,General Education
19-20,867,CB,Chinese Biliteracy
19-20,868,GE,General Education
19-20,868,NX,Newcomer
19-20,868,MS,Moderate Severe
19-20,785,GE,General Education
19-20,785,MM,Mild Moderate
19-20,571,GE,General Education
19-20,571,MM,Mild Moderate
19-20,571,NX,Newcomer
19-20,571,MS,Moderate Severe
19-20,571,ED,Emotionally Disturbed
19-20,497,GE,General Education
19-20,497,SE,Spanish Non-Native
19-20,497,SN,Spanish Native
19-20,876,GE,General Education
19-20,876,CE,Chinese Non-Native Speakers
19-20,876,CN,Chinese Native Speaker
19-20,801,GE,General Education
19-20,801,SA,Severely Autistic
19-20,485,CE,Chinese Non-Native Speakers
19-20,485,CT,Cantonese Immersion (Other languages cohort)
19-20,485,CN,Chinese Native Speaker
17-18,413,GE,GEN
17-18,413,SA,SA
17-18,420,GE,GEN
17-18,420,SPNIMM,IMMS
17-18,420,MS,MS
17-18,844,GE,GEN
17-18,435,GE,GEN
17-18,845,GE,GEN
17-18,456,GE,GEN
17-18,456,SPN,SPN
17-18,883,GE,GEN
17-18,625,GE,GEN
17-18,603,GE,GEN
17-18,603,TC,DT
17-18,603,SPN,SPN
17-18,872,GE,GEN
17-18,872,CHN,CHN
17-18,476,NC,NEWC
17-18,509,CHNIMM,IMMC
17-18,478,GE,GEN
17-18,478,JPN,JPN
17-18,478,MM,MM
17-18,481,GE,GEN
17-18,481,SPN,SPN
17-18,525,GE,GEN
17-18,507,GE,GEN
17-18,849,GE,GEN
17-18,521,GE,GEN
17-18,537,SPNIMM,IMMS
17-18,537,MS,MS
17-18,539,GE,GEN
17-18,680,GE,GEN
17-18,680,SPNIMM,IMMS
17-18,880,GE,GEN
17-18,562,GE,GEN
17-18,562,CHNIMM,IMMC
17-18,562,CHN,CHN
17-18,575,GE,GEN
17-18,575,SA,SA
17-18,575,SPN,SPN
17-18,589,GE,GEN
17-18,589,SA,SA
17-18,593,GE,GEN
17-18,593,SPN,SPN
17-18,453,GE,GEN
17-18,453,SPNIMM,IMMS
17-18,705,GE,GEN
17-18,614,GE,GEN
17-18,614,CHN,CHN
17-18,614,MM,MM
17-18,614,SPN,SPN
17-18,644,GE,GEN
17-18,644,AF,AF
17-18,544,GE,GEN
17-18,544,MM,MM
17-18,544,MS,MS
17-18,664,GE,GEN
17-18,664,AO,DA
17-18,670,GE,GEN
17-18,670,AF,AF
17-18,490,GE,GEN
17-18,490,CHN,CHN
17-18,479,GE,GEN
17-18,479,KORIMM,IMMK
17-18,691,GE,GEN
17-18,691,FB,FIL
17-18,691,MM,MM
17-18,691,SPN,SPN
17-18,830,GE,GEN
17-18,714,SPNIMM,IMMS
17-18,549,GE,GEN
17-18,718,GE,GEN
17-18,704,GE,GEN
17-18,505,GE,GEN
17-18,722,GE,GEN
17-18,724,NS,NEWS
17-18,729,GE,GEN
17-18,729,CHN,CHN
17-18,729,SPNIMM,IMMS
17-18,814,GE,GEN
17-18,723,GE,GEN
17-18,723,CHN,CHN
17-18,723,SPN,SPN
17-18,650,GE,GEN
17-18,650,SPN,SPN
17-18,735,GE,GEN
17-18,752,GE,GEN
17-18,746,GE,GEN
17-18,746,MNDIMM,IMMM
17-18,638,GE,GEN
17-18,638,CHN,CHN
17-18,786,GE,GEN
17-18,786,JPN,JPN
17-18,786,MM,MM
17-18,569,GE,GEN
17-18,569,MM,MM
17-18,875,GE,GEN
17-18,790,GE,GEN
17-18,890,GE,GEN
17-18,760,GE,GEN
17-18,760,SPNIMM,IMMS
17-18,760,MM,MM
17-18,895,GE,GEN
17-18,796,GE,GEN
17-18,493,GE,GEN
17-18,816,GE,GEN
17-18,816,MS,MS
17-18,816,SPN,SPN
17-18,879,GE,GEN
17-18,656,GE,GEN
17-18,656,SPN,SPN
17-18,820,GE,GEN
17-18,884,GE,GEN
17-18,823,GE,GEN
17-18,823,AF,AF
17-18,488,GE,GEN
17-18,834,GE,GEN
17-18,834,CHN,CHN
17-18,834,SPN,SPN
17-18,838,GE,GEN
17-18,838,MNDIMM,IMMM
17-18,838,SA,SA
17-18,782,GE,GEN
17-18,782,MM,MM
17-18,882,MM,MM
17-18,874,GE,GEN
17-18,842,GE,GEN
17-18,842,MS,MS
17-18,750,GE,GEN
17-18,750,SA,SA
17-18,848,GE,GEN
17-18,848,CHN,CHN
17-18,513,GE,GEN
17-18,513,CHN,CHN
17-18,513,SPN,SPN
17-18,859,GE,GEN
17-18,860,GE,GEN
17-18,860,MS,MS
17-18,862,GE,GEN
17-18,862,CHN,CHN
17-18,867,GE,GEN
17-18,867,CHN,CHN
17-18,497,GE,GEN
17-18,497,SPNIMM,IMMS
17-18,876,GE,GEN
17-18,876,CHNIMM,IMMC
17-18,801,GE,GEN
17-18,801,SA,SA
17-18,815,GE,GEN
17-18,815,MM,MM
17-18,815,CA,CA
17-18,439,GE,GEN
17-18,439,MM,MM
17-18,439,MS,MS
17-18,439,NX,NEWX
17-18,439,CA,CA
17-18,764,GE,GEN
17-18,764,MM,MM
17-18,764,MS,MS
17-18,764,CA,CA
17-18,559,GE,GEN
17-18,559,CHNIMM,IMMC
17-18,559,MM,MM
17-18,559,MS,MS
17-18,559,NX,NEWX
17-18,559,CA,CA
17-18,757,GE,GEN
17-18,757,MM,MM
17-18,757,MS,MS
17-18,405,GE,GEN
17-18,405,MNDIMM,IMMM
17-18,405,MM,MM
17-18,405,MS,MS
17-18,405,NC,NEWC
17-18,405,NX,NEWX
17-18,697,GE,GEN
17-18,697,MM,MM
17-18,697,MS,MS
17-18,697,CA,CA
17-18,853,GE,GEN
17-18,853,ED,ED
17-18,853,MM,MM
17-18,853,NX,NEWX
17-18,853,CA,CA
17-18,725,GE,GEN
17-18,725,ED,ED
17-18,725,MM,MM
17-18,725,MS,MS
17-18,725,NX,NEWX
17-18,725,CA,CA
17-18,651,GE,GEN
17-18,651,SPNIMM,IMMS
17-18,651,MM,MM
17-18,651,CA,CA
17-18,621,GE,GEN
17-18,621,NC,NEWC
17-18,621,NS,NEWS
17-18,621,NX,NEWX
17-18,832,GE,GEN
17-18,785,GE,GEN
17-18,785,MM,MM
17-18,785,CA,CA
17-18,571,GE,GEN
17-18,571,ED,ED
17-18,571,MM,MM
17-18,571,MS,MS
17-18,571,NX,NEWX
17-18,431,GE,GEN
17-18,431,MNDIMM,IMMM
17-18,431,MM,MM
17-18,431,SA,SA
17-18,858,GE,GEN
17-18,618,SPNIMM,IMMS
17-18,618,MM,MM
17-18,449,GE,GEN
17-18,449,FB,FIL
17-18,632,GE,GEN
17-18,632,ED,ED
17-18,632,MM,MM
17-18,632,MS,MS
17-18,529,GE,GEN
17-18,529,AF,AF
17-18,529,SPNIMM,IMMS
17-18,529,MM,MM
17-18,529,MS,MS
17-18,529,NX,NEWX
17-18,546,GE,GEN
17-18,546,ED,ED
17-18,546,MM,MM
17-18,546,NX,NEWX
17-18,546,SA,SA
17-18,404,GE,GEN
17-18,404,AF,AF
17-18,404,MM,MM
17-18,404,MS,MS
17-18,404,SA,SA
17-18,607,GE,GEN
17-18,607,ED,ED
17-18,607,CHNIMM,IMMC
17-18,607,SPNIMM,IMMS
17-18,607,MM,MM
17-18,710,GE,GEN
17-18,710,MM,MM
17-18,676,GE,GEN
17-18,676,MS,MS
17-18,634,GE,GEN
17-18,634,ED,ED
17-18,634,SPNIMM,IMMS
17-18,634,MM,MM
17-18,708,GE,GEN
17-18,708,CHNIMM,IMMC
17-18,708,MM,MM
17-18,708,MS,MS
17-18,708,NX,NEWX
17-18,778,GE,GEN
17-18,778,DH,DH
17-18,778,ED,ED
17-18,778,JPN,JPN
17-18,778,MM,MM
17-18,778,MS,MS
17-18,797,GE,GEN
17-18,797,AF,AF
17-18,797,CHNIMM,IMMC
17-18,797,MM,MM
17-18,868,GE,GEN
17-18,868,MS,MS
17-18,868,NX,NEWX
17-18,485,CHNIMM,IMMC
16-17,413,GE,GEN
16-17,413,MS,MS
16-17,420,GE,GEN
16-17,420,SPNIMM,IMMS
16-17,420,MS,MS
16-17,844,GE,GEN
16-17,435,GE,GEN
16-17,845,GE,GEN
16-17,456,GE,GEN
16-17,456,SPN,SPN
16-17,883,GE,GEN
16-17,625,GE,GEN
16-17,603,GE,GEN
16-17,603,SPN,SPN
16-17,872,GE,GEN
16-17,872,CHN,CHN
16-17,509,GE,GEN
16-17,509,CHNIMM,IMMC
16-17,478,GE,GEN
16-17,478,JPN,JPN
16-17,478,MM,MM
16-17,481,GE,GEN
16-17,481,SPN,SPN
16-17,525,GE,GEN
16-17,507,GE,GEN
16-17,849,GE,GEN
16-17,521,GE,GEN
16-17,537,SPNIMM,IMMS
16-17,537,MS,MS
16-17,539,GE,GEN
16-17,680,GE,GEN
16-17,680,SPNIMM,IMMS
16-17,880,GE,GEN
16-17,562,GE,GEN
16-17,562,AF,AF
16-17,562,CHNIMM,IMMC
16-17,562,CHN,CHN
16-17,575,GE,GEN
16-17,575,MS,MS
16-17,575,SPN,SPN
16-17,589,GE,GEN
16-17,589,SA,SA
16-17,593,GE,GEN
16-17,593,SPN,SPN
16-17,453,GE,GEN
16-17,453,SPNIMM,IMMS
16-17,705,GE,GEN
16-17,865,GE,GEN
16-17,614,GE,GEN
16-17,614,CHN,CHN
16-17,614,MM,MM
16-17,614,SPN,SPN
16-17,644,GE,GEN
16-17,644,AF,AF
16-17,544,GE,GEN
16-17,544,MM,MM
16-17,544,MS,MS
16-17,664,GE,GEN
16-17,664,AO,DA
16-17,670,GE,GEN
16-17,670,AF,AF
16-17,490,GE,GEN
16-17,490,CHN,CHN
16-17,479,GE,GEN
16-17,479,KORIMM,IMMK
16-17,691,GE,GEN
16-17,691,FB,FIL
16-17,691,MM,MM
16-17,691,SPN,SPN
16-17,830,GE,GEN
16-17,714,SPNIMM,IMMS
16-17,549,GE,GEN
16-17,549,CHN,CHN
16-17,718,GE,GEN
16-17,704,GE,GEN
16-17,505,GE,GEN
16-17,722,GE,GEN
16-17,722,MM,MM
16-17,724,NS,NEWS
16-17,729,GE,GEN
16-17,729,CHN,CHN
16-17,729,SPNIMM,IMMS
16-17,814,GE,GEN
16-17,723,GE,GEN
16-17,723,CHN,CHN
16-17,723,SPN,SPN
16-17,650,GE,GEN
16-17,650,SPN,SPN
16-17,735,GE,GEN
16-17,752,GE,GEN
16-17,746,GE,GEN
16-17,746,MNDIMM,IMMM
16-17,638,GE,GEN
16-17,638,CHN,CHN
16-17,786,GE,GEN
16-17,786,JPN,JPN
16-17,786,MM,MM
16-17,569,GE,GEN
16-17,569,MM,MM
16-17,875,GE,GEN
16-17,790,GE,GEN
16-17,890,GE,GEN
16-17,760,GE,GEN
16-17,760,SPNIMM,IMMS
16-17,760,MM,MM
16-17,895,GE,GEN
16-17,796,GE,GEN
16-17,493,GE,GEN
16-17,816,GE,GEN
16-17,816,MS,MS
16-17,816,SPN,SPN
16-17,879,GE,GEN
16-17,656,GE,GEN
16-17,656,SPN,SPN
16-17,820,GE,GEN
16-17,884,GE,GEN
16-17,823,GE,GEN
16-17,823,AF,AF
16-17,488,GE,GEN
16-17,834,GE,GEN
16-17,834,CHN,CHN
16-17,834,SPN,SPN
16-17,838,GE,GEN
16-17,838,MNDIMM,IMMM
16-17,838,SA,SA
16-17,782,GE,GEN
16-17,782,CHN,CHN
16-17,782,MM,MM
16-17,882,MM,MM
16-17,874,GE,GEN
16-17,842,GE,GEN
16-17,842,MS,MS
16-17,750,GE,GEN
16-17,750,SA,SA
16-17,848,GE,GEN
16-17,848,CHN,CHN
16-17,513,GE,GEN
16-17,513,CHN,CHN
16-17,513,SPN,SPN
16-17,859,GE,GEN
16-17,706,GE,GEN
16-17,860,GE,GEN
16-17,860,MS,MS
16-17,862,GE,GEN
16-17,862,CHN,CHN
16-17,881,GE,GEN
16-17,867,GE,GEN
16-17,867,CHN,CHN
16-17,497,GE,GEN
16-17,497,SPNIMM,IMMS
16-17,876,GE,GEN
16-17,876,CHNIMM,IMMC
16-17,801,GE,GEN
16-17,801,SA,SA
16-17,832,GE,GEN
16-17,815,GE,GEN
16-17,815,MM,MM
16-17,815,CA,CA
16-17,439,GE,GEN
16-17,439,MM,MM
16-17,439,MS,MS
16-17,439,NX,NEWX
16-17,439,CA,CA
16-17,764,GE,GEN
16-17,764,MM,MM
16-17,764,MS,MS
16-17,764,NX,NEWX
16-17,764,CA,CA
16-17,559,GE,GEN
16-17,559,ED,ED
16-17,559,CHNIMM,IMMC
16-17,559,MM,MM
16-17,559,MS,MS
16-17,559,NX,NEWX
16-17,559,CA,CA
16-17,624,GE,GEN
16-17,624,MM,MM
16-17,757,GE,GEN
16-17,757,MM,MM
16-17,757,MS,MS
16-17,405,GE,GEN
16-17,405,ED,ED
16-17,405,MNDIMM,IMMM
16-17,405,MM,MM
16-17,405,MS,MS
16-17,405,NC,NEWC
16-17,405,NX,NEWX
16-17,405,CHNIMM,IMMC
16-17,697,GE,GEN
16-17,697,MM,MM
16-17,697,MS,MS
16-17,697,CA,CA
16-17,853,GE,GEN
16-17,853,ED,ED
16-17,853,MM,MM
16-17,853,NX,NEWX
16-17,853,CA,CA
16-17,725,GE,GEN
16-17,725,ED,ED
16-17,725,MM,MM
16-17,725,MS,MS
16-17,725,NX,NEWX
16-17,725,CA,CA
16-17,651,GE,GEN
16-17,651,SPNIMM,IMMS
16-17,651,MM,MM
16-17,651,MS,MS
16-17,651,CA,CA
16-17,621,GE,GEN
16-17,621,NS,NEWS
16-17,621,NX,NEWX
16-17,785,GE,GEN
16-17,785,MM,MM
16-17,785,CA,CA
16-17,571,GE,GEN
16-17,571,ED,ED
16-17,571,MM,MM
16-17,571,MS,MS
16-17,571,NX,NEWX
16-17,431,GE,GEN
16-17,431,MNDIMM,IMMM
16-17,431,MM,MM
16-17,431,SA,SA
16-17,858,GE,GEN
16-17,618,SPNIMM,IMMS
16-17,618,MM,MM
16-17,449,GE,GEN
16-17,449,FB,FIL
16-17,632,GE,GEN
16-17,632,ED,ED
16-17,632,MM,MM
16-17,632,MS,MS
16-17,529,GE,GEN
16-17,529,AF,AF
16-17,529,SPNIMM,IMMS
16-17,529,MM,MM
16-17,529,MS,MS
16-17,529,NX,NEWX
16-17,546,GE,GEN
16-17,546,ED,ED
16-17,546,MM,MM
16-17,546,NX,NEWX
16-17,546,SA,SA
16-17,404,GE,GEN
16-17,404,AF,AF
16-17,404,MM,MM
16-17,404,MS,MS
16-17,404,SA,SA
16-17,607,GE,GEN
16-17,607,ED,ED
16-17,607,CHNIMM,IMMC
16-17,607,SPNIMM,IMMS
16-17,607,MM,MM
16-17,607,NX,NEWX
16-17,710,GE,GEN
16-17,710,CHNIMM,IMMC
16-17,710,MM,MM
16-17,676,GE,GEN
16-17,676,MS,MS
16-17,634,GE,GEN
16-17,634,SPNIMM,IMMS
16-17,634,MM,MM
16-17,634,MS,MS
16-17,708,GE,GEN
16-17,708,CHNIMM,IMMC
16-17,708,MM,MM
16-17,708,MS,MS
16-17,708,NX,NEWX
16-17,778,GE,GEN
16-17,778,DH,DH
16-17,778,ED,ED
16-17,778,JPN,JPN
16-17,778,MM,MM
16-17,778,MS,MS
16-17,797,GE,GEN
16-17,797,AF,AF
16-17,797,CHNIMM,IMMC
16-17,797,MM,MM
16-17,797,MS,MS
16-17,868,GE,GEN
16-17,868,MM,MM
16-17,868,MS,MS
16-17,868,NX,NEWX
16-17,485,CHNIMM,IMMC
15-16,413,GE,GEN
15-16,413,SA,SA
15-16,420,GE,GEN
15-16,420,SPNIMM,IMMS
15-16,420,MS,MS
15-16,844,GE,GEN
15-16,435,GE,GEN
15-16,845,GE,GEN
15-16,456,GE,GEN
15-16,456,SPN,SPN
15-16,625,GE,GEN
15-16,603,GE,GEN
15-16,603,TC,DT
15-16,603,SPN,SPN
15-16,872,GE,GEN
15-16,872,CHN,CHN
15-16,476,NC,NEWC
15-16,509,CHNIMM,IMMC
15-16,478,GE,GEN
15-16,478,JPN,JPN
15-16,478,MM,MM
15-16,481,GE,GEN
15-16,481,SPN,SPN
15-16,525,GE,GEN
15-16,507,GE,GEN
15-16,507,MM,MM
15-16,849,GE,GEN
15-16,521,GE,GEN
15-16,537,SPNIMM,IMMS
15-16,537,MS,MS
15-16,539,GE,GEN
15-16,680,GE,GEN
15-16,680,SPNIMM,IMMS
15-16,680,ED,ED
15-16,880,GE,GEN
15-16,562,GE,GEN
15-16,562,AF,AF
15-16,562,CHNIMM,IMMC
15-16,562,CHN,CHN
15-16,575,GE,GEN
15-16,575,SA,SA
15-16,575,SPN,SPN
15-16,589,GE,GEN
15-16,589,SA,SA
15-16,593,GE,GEN
15-16,593,SPN,SPN
15-16,453,GE,GEN
15-16,453,SPNIMM,IMMS
15-16,865,GE,GEN
